geo_id,geography,geo_level,workers_16_plus,worked_from_home,wfh_rate_pct,workers_16_plus_moe,worked_from_home_moe,rank_desc,agency,program,table,year,variable_or_question,url,url_secondary,funded_by,origin,confidence,notes
04000US24,Maryland,state,3227926,504513,15.629633393082742,17759.0,12658.0,10,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US12,Florida,state,11086922,1721372,15.526148736321948,42746.0,29624.0,11,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US37,North Carolina,state,5375927,828181,15.405361717151294,23979.0,14357.0,12,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US13,Georgia,state,5402123,803593,14.875503575168503,25161.0,16639.0,13,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US25,Massachusetts,state,3752433,556682,14.835228237253004,20328.0,12572.0,14,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US27,Minnesota,state,3009002,443318,14.733057671613379,13858.0,10685.0,15,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US23,Maine,state,702479,103070,14.672324724297809,8737.0,5172.0,16,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US06,California,state,18893770,2672106,14.14278886638294,51342.0,31094.0,17,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US42,Pennsylvania,state,6390587,883654,13.827430876068192,28986.0,19200.0,18,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US17,Illinois,state,6314165,857301,13.577424726784935,26069.0,19543.0,19,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US34,New Jersey,state,4772330,644549,13.505960400894322,20417.0,14745.0,20,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US09,Connecticut,state,1874388,250606,13.370017306982332,14076.0,9911.0,21,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US48,Texas,state,15130603,1956349,12.929749065519728,46400.0,30576.0,22,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US10,Delaware,state,500340,64492,12.889635048167246,8002.0,4548.0,23,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US16,Idaho,state,952044,120976,12.706975728012571,9303.0,5757.0,24,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US47,Tennessee,state,3479795,441140,12.67718356972178,17709.0,13045.0,25,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US45,South Carolina,state,2571377,316801,12.320285979068803,18351.0,10876.0,26,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US39,Ohio,state,5765669,687025,11.915789824216409,27229.0,15094.0,27,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US55,Wisconsin,state,3050562,360127,11.80526735729351,15291.0,9816.0,28,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US29,Missouri,state,3054047,360070,11.789929886475225,18224.0,12044.0,29,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US36,New York,state,9557920,1124869,11.768972747208597,30811.0,17624.0,30,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US30,Montana,state,565069,66029,11.685121640012104,6444.0,3961.0,31,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US44,Rhode Island,state,565855,65520,11.578938067172686,9341.0,5151.0,32,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US32,Nevada,state,1581033,179164,11.33208478254407,13524.0,9369.0,33,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US26,Michigan,state,4800270,539125,11.231139081759984,20583.0,11951.0,34,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US20,Kansas,state,1494667,153539,10.272455336205322,11942.0,7062.0,35,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US35,New Mexico,state,954026,97946,10.266596507851988,12523.0,6225.0,36,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US19,Iowa,state,1649748,162777,9.866779653619826,10112.0,7072.0,37,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US31,Nebraska,state,1036126,100914,9.739549050984147,8547.0,5412.0,38,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US56,Wyoming,state,294920,28679,9.72433202224332,5684.0,3228.0,39,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US18,Indiana,state,3355446,323341,9.636304682000544,17985.0,12010.0,40,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US21,Kentucky,state,2078668,197124,9.483188272489883,16288.0,7366.0,41,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
